# World Bank, indicator SP.POP.GROW (population growth, annual %), 1970-2023, 24 countries.
# Source: World Bank Open Data (https://data.worldbank.org), retrieved 2026-09-18, CC BY 4.0.
# Country names are shortened and comma-free on purpose: the inline CSV parser splits on ','.
country,year,growth
Thailand,2005,0.8601
Thailand,2006,0.8301
Thailand,2007,0.8000
Thailand,2008,0.7682
Thailand,2009,0.7385
Thailand,2010,0.6706
Thailand,2011,0.6218
Thailand,2012,0.6196
Thailand,2013,0.5873
Thailand,2014,0.5301
Thailand,2015,0.4610
Thailand,2016,0.4513
Thailand,2017,0.4230
Thailand,2018,0.3029
Thailand,2019,0.2046
Thailand,2020,0.1665
Thailand,2021,0.1198
Thailand,2022,0.0111
Thailand,2023,-0.0459
Turkey,1970,2.3492
Turkey,1971,2.3738
Turkey,1972,2.4007
Turkey,1973,2.3132
Turkey,1974,2.2146
Turkey,1975,2.0745
Turkey,1976,2.0418
Turkey,1977,2.0629
Turkey,1978,2.0182
Turkey,1979,1.9628
Turkey,1980,1.9983
Turkey,1981,1.9893
Turkey,1982,2.1378
Turkey,1983,2.3502
Turkey,1984,2.2989
Turkey,1985,2.2204
Turkey,1986,2.1289
Turkey,1987,2.0377
Turkey,1988,1.9971
Turkey,1989,1.9601
Turkey,1990,1.8721
Turkey,1991,1.7594
Turkey,1992,1.7048
Turkey,1993,1.7251
Turkey,1994,1.7385
Turkey,1995,1.6367
Turkey,1996,1.5070
Turkey,1997,1.4452
Turkey,1998,1.3926
Turkey,1999,1.3365
Turkey,2000,1.2830
Turkey,2001,1.2443
Turkey,2002,1.2059
Turkey,2003,1.1609
Turkey,2004,1.1155
Turkey,2005,1.0686
Turkey,2006,1.0272
Turkey,2007,0.1609
Turkey,2008,1.2656
Turkey,2009,1.3803
Turkey,2010,1.5194
Turkey,2011,1.4678
Turkey,2012,1.2747
Turkey,2013,1.2844
Turkey,2014,1.3491
Turkey,2015,1.3341
Turkey,2016,1.3454
Turkey,2017,1.2968
Turkey,2018,1.3536
Turkey,2019,1.4297
Turkey,2020,0.9704
Turkey,2021,0.9104
Turkey,2022,0.9846
Turkey,2023,0.4064
UK,1970,0.3987
UK,1971,0.4177
UK,1972,0.3391
UK,1973,0.1932
UK,1974,0.0631
UK,1975,-0.0074
UK,1976,-0.0246
UK,1977,-0.0329
UK,1978,0.0054
UK,1979,0.0897
UK,1980,0.1195
UK,1981,0.0348
UK,1982,-0.0358
UK,1983,0.0341
UK,1984,0.1583
UK,1985,0.2270
UK,1986,0.2316
UK,1987,0.2126
UK,1988,0.2221
UK,1989,0.2603
UK,1990,0.2989
UK,1991,0.3092
UK,1992,0.2704
UK,1993,0.2397
UK,1994,0.2546
UK,1995,0.2645
UK,1996,0.2546
UK,1997,0.2576
UK,1998,0.2914
UK,1999,0.3334
UK,2000,0.3573
UK,2001,0.3850
UK,2002,0.4233
UK,2003,0.4656
UK,2004,0.5689
UK,2005,0.6866
UK,2006,0.7350
UK,2007,0.7787
UK,2008,0.7870
UK,2009,0.7564
UK,2010,0.7839
UK,2011,0.7815
UK,2012,0.7123
UK,2013,0.6680
UK,2014,0.7471
UK,2015,0.7216
UK,2016,0.7942
UK,2017,0.5442
UK,2018,0.4885
UK,2019,0.5131
UK,2020,0.1680
UK,2021,0.3560
UK,2022,0.9776
UK,2023,1.3073
USA,1970,1.1650
USA,1971,1.2643
USA,1972,1.0705
USA,1973,0.9545
USA,1974,0.9137
USA,1975,0.9860
USA,1976,0.9502
USA,1977,1.0058
USA,1978,1.0596
USA,1979,1.1036
USA,1980,0.9596
USA,1981,0.9814
USA,1982,0.9533
USA,1983,0.9144
USA,1984,0.8658
USA,1985,0.8861
USA,1986,0.9242
USA,1987,0.8938
USA,1988,0.9080
USA,1989,0.9444
USA,1990,1.1297
USA,1991,1.3363
USA,1992,1.3869
USA,1993,1.3187
USA,1994,1.2263
USA,1995,1.1908
USA,1996,1.1634
USA,1997,1.2040
USA,1998,1.1657
USA,1999,1.1483
USA,2000,1.1128
USA,2001,0.9897
USA,2002,0.9278
USA,2003,0.8595
USA,2004,0.9255
USA,2005,0.9217
USA,2006,0.9643
USA,2007,0.9511
USA,2008,0.9459
USA,2009,0.8767
USA,2010,0.8461
USA,2011,0.7924
USA,2012,0.7984
USA,2013,0.7566
USA,2014,0.7960
USA,2015,0.7979
USA,2016,0.7856
USA,2017,0.6929
USA,2018,0.5864
USA,2019,0.5151
USA,2020,0.4085
USA,2021,0.1573
USA,2022,0.5693
USA,2023,0.8226
Vietnam,1970,2.1769
Vietnam,1971,2.3213
Vietnam,1972,2.2821
Vietnam,1973,2.2330
Vietnam,1974,2.2349
Vietnam,1975,2.3274
Vietnam,1976,2.5531
Vietnam,1977,2.6283
Vietnam,1978,2.6103
Vietnam,1979,2.2213
Vietnam,1980,2.1410
Vietnam,1981,2.3498
Vietnam,1982,2.3415
Vietnam,1983,2.3829
Vietnam,1984,2.3994
Vietnam,1985,2.3202
Vietnam,1986,2.1548
Vietnam,1987,2.0301
Vietnam,1988,2.0231
Vietnam,1989,2.0540
Vietnam,1990,2.0937
Vietnam,1991,2.0956
Vietnam,1992,2.0253
Vietnam,1993,1.9240
Vietnam,1994,1.8058
Vietnam,1995,1.6733
Vietnam,1996,1.5241
Vietnam,1997,1.4526
Vietnam,1998,1.4349
Vietnam,1999,1.3033
Vietnam,2000,1.1295
Vietnam,2001,1.0512
Vietnam,2002,1.0245
Vietnam,2003,0.9998
Vietnam,2004,0.9696
Vietnam,2005,0.9284
Vietnam,2006,1.3226
Vietnam,2007,1.7678
Vietnam,2008,1.8275
Vietnam,2009,1.4965
Vietnam,2010,1.1444
Vietnam,2011,1.1518
Vietnam,2012,1.1710
Vietnam,2013,1.1803
Vietnam,2014,1.2142
Vietnam,2015,1.2398
Vietnam,2016,1.2599
Vietnam,2017,1.2442
Vietnam,2018,1.1079
Vietnam,2019,0.9684
Vietnam,2020,0.9274
Vietnam,2021,0.8689
Vietnam,2022,0.7508
Vietnam,2023,0.6714
